{1,2,3,4,5,6,7,8,9,10,11,12,13,16,17}
{1,2,3,4,5,6,7,8,9,10,11,12,13,16,18}
{1,2,3,4,5,6,7,8,9,10,11,12,13,16,30}
{1,2,3,4,5,6,7,8,9,10,11,12,16,17,18}
{1,2,3,4,5,6,7,8,9,10,11,12,16,17,20}
{1,2,3,4,5,6,7,8,9,10,11,12,16,17,28}
{1,2,3,4,5,6,7,8,9,10,11,12,16,17,30}
{1,2,3,4,5,6,7,8,9,10,11,12,16,20,24}
{1,2,3,4,5,6,7,8,9,10,11,12,16,20,25}
{1,2,3,4,5,6,7,8,9,10,11,16,17,18,19}
{1,2,3,4,5,6,7,8,9,10,11,16,17,18,20}
{1,2,3,4,5,6,7,8,9,10,11,16,17,18,28}
{1,2,3,4,5,6,7,8,9,10,11,16,17,20,21}
{1,2,3,4,5,6,7,8,9,10,11,16,17,20,22}
{1,2,3,4,5,6,7,8,9,10,11,16,17,20,24}
{1,2,3,4,5,6,7,8,9,10,11,16,17,20,28}
{1,2,3,4,5,6,7,8,9,10,11,16,17,28,29}
{1,2,3,4,5,6,7,8,9,10,11,16,17,28,30}
{1,2,3,4,5,6,7,8,9,10,11,16,20,24,28}
{1,2,3,4,5,6,7,8,9,10,11,16,20,24,29}
{1,2,3,4,5,6,7,8,9,10,12,16,17,18,20}
{1,2,3,4,5,6,7,8,9,10,12,16,17,18,21}
{1,2,3,4,5,6,7,8,9,10,12,16,17,18,24}
{1,2,3,4,5,6,7,8,9,10,12,16,17,18,25}
{1,2,3,4,5,6,7,8,9,10,12,16,17,18,28}
{1,2,3,4,5,6,7,8,9,10,12,16,17,18,31}
{1,2,3,4,5,6,7,8,9,10,12,16,17,22,24}
{1,2,3,4,5,6,7,8,9,10,12,16,17,22,27}
{1,2,3,4,5,6,7,8,9,10,12,16,17,24,25}
{1,2,3,4,5,6,7,8,9,10,12,16,17,24,26}
{1,2,3,4,5,6,7,8,9,10,12,16,17,24,30}
{1,2,3,4,5,6,7,8,9,10,12,16,17,24,31}
{1,2,3,4,5,6,7,8,9,10,12,16,17,26,27}
{1,2,3,4,5,6,7,8,9,10,12,16,17,26,29}
{1,2,3,4,5,6,7,8,9,10,12,16,17,26,30}
{1,2,3,4,5,6,7,8,9,10,12,16,17,30,31}
{1,2,3,4,5,6,7,8,9,10,12,16,23,24,31}
{1,2,3,4,5,6,7,8,9,10,16,17,18,24,28}
