{1,1,1,1,1,2,4,8,16}
{1,1,1,1,2,2,4,8,16}
{1,1,1,2,2,2,4,8,16}
{1,1,1,1,2,3,4,8,16}
{1,1,1,2,2,3,4,8,16}
{1,1,2,2,3,3,4,8,16}
{1,1,1,2,2,4,4,8,16}
{1,1,2,2,3,4,4,8,16}
{1,1,1,2,2,4,5,8,16}
{1,1,1,2,3,4,5,8,16}
{1,1,2,2,3,4,5,8,16}
{1,1,1,1,2,4,6,8,16}
{1,1,1,2,2,4,6,8,16}
{1,1,1,2,3,4,6,8,16}
{1,1,2,2,4,5,6,8,16}
{1,1,2,3,4,5,6,8,16}
{1,1,1,1,2,4,7,8,16}
{1,1,1,2,2,4,7,8,16}
{1,1,2,2,3,4,7,8,16}
{1,1,2,2,4,4,7,8,16}
{1,2,3,4,5,6,7,8,16}
{1,1,2,2,4,4,8,8,16}
{1,1,2,2,4,4,8,9,16}
{1,1,2,2,4,5,8,9,16}
{1,1,2,3,4,5,8,9,16}
{1,2,3,4,5,6,8,9,16}
{1,1,2,2,4,5,8,10,16}
{1,1,2,3,4,5,8,10,16}
{1,1,1,2,4,6,8,10,16}
{1,1,2,3,4,6,8,10,16}
{1,1,2,2,4,4,8,11,16}
{1,1,2,2,4,5,8,11,16}
{1,1,1,2,4,6,8,11,16}
{1,1,2,3,4,6,8,11,16}
{1,1,1,2,4,7,8,11,16}
{1,1,2,2,4,7,8,11,16}
{1,1,1,2,2,4,8,12,16}
{1,1,1,2,3,4,8,12,16}
{1,1,2,2,3,4,8,12,16}
{1,1,2,2,4,5,8,12,16}
{1,1,2,3,4,6,8,12,16}
{1,1,2,2,4,7,8,12,16}
{1,2,3,4,5,8,10,12,16}
{1,1,2,4,6,8,10,12,16}
{1,1,1,2,2,4,8,13,16}
{1,1,1,2,3,4,8,13,16}
{1,1,2,2,3,4,8,13,16}
{1,1,2,3,4,6,8,13,16}
{1,1,2,2,4,7,8,13,16}
{1,1,2,4,6,8,10,13,16}
{1,1,2,4,7,8,11,13,16}
{1,1,1,1,2,4,8,14,16}
{1,1,1,2,2,4,8,14,16}
{1,1,1,2,3,4,8,14,16}
{1,1,2,2,4,5,8,14,16}
{1,1,2,3,4,5,8,14,16}
{1,2,3,4,5,8,9,14,16}
{1,2,4,7,8,11,13,14,16}
{1,1,1,1,2,4,8,15,16}
{1,1,1,2,2,4,8,15,16}
{1,1,2,2,3,4,8,15,16}
{1,1,2,2,4,4,8,15,16}
{1,2,3,4,5,6,8,15,16}
{1,2,3,4,5,8,9,16,17}
{1,2,3,4,5,8,9,16,18}
{1,1,2,4,6,8,10,16,18}
{1,2,3,4,5,8,10,16,19}
{1,1,2,4,6,8,10,16,19}
{1,1,2,4,6,8,11,16,19}
{1,1,2,4,7,8,11,16,19}
{1,2,4,7,8,11,13,16,19}
{1,2,3,4,5,8,10,16,20}
{1,1,2,4,6,8,10,16,20}
{1,1,2,2,4,8,12,16,20}
{1,1,2,3,4,8,12,16,20}
{1,1,2,4,6,8,10,16,21}
{1,1,2,4,6,8,11,16,21}
{1,1,2,4,7,8,11,16,21}
{1,1,2,2,4,8,12,16,21}
{1,1,2,3,4,8,12,16,21}
{1,1,2,2,4,8,13,16,21}
{1,1,2,3,4,8,13,16,21}
{1,2,3,4,5,8,9,16,22}
{1,2,3,4,5,8,10,16,22}
{1,1,2,3,4,8,12,16,22}
{1,1,2,2,4,8,13,16,22}
{1,1,2,3,4,8,13,16,22}
{1,1,1,2,4,8,14,16,22}
{1,1,2,3,4,8,14,16,22}
{1,2,3,4,5,8,14,16,22}
{1,1,2,2,4,8,12,16,23}
{1,1,2,2,4,8,13,16,23}
{1,1,1,2,4,8,14,16,23}
{1,1,2,3,4,8,14,16,23}
{1,2,3,4,5,8,14,16,23}
{1,1,2,2,4,8,15,16,23}
{1,1,2,2,4,4,8,16,24}
{1,1,2,2,4,5,8,16,24}
{1,1,2,3,4,5,8,16,24}
{1,1,1,2,4,6,8,16,24}
{1,1,2,3,4,6,8,16,24}
{1,2,3,4,5,6,8,16,24}
{1,1,2,2,4,7,8,16,24}
{1,1,2,4,6,8,11,16,24}
{1,2,3,4,5,8,14,16,24}
{1,1,2,2,4,4,8,16,25}
{1,1,2,2,4,5,8,16,25}
{1,1,2,3,4,5,8,16,25}
{1,1,1,2,4,6,8,16,25}
{1,1,2,3,4,6,8,16,25}
{1,2,3,4,5,6,8,16,25}
{1,1,1,2,4,7,8,16,25}
{1,1,2,2,4,7,8,16,25}
{1,1,2,4,6,8,11,16,25}
{1,2,3,4,5,8,14,16,25}
