{1,1,2,3,4,5,8,9,16,17,32,33}
{1,2,3,4,5,6,8,9,16,17,32,33}
{1,1,2,3,4,5,8,9,16,17,32,34}
{1,2,3,4,5,6,8,9,16,17,32,34}
{1,1,2,3,4,5,8,9,16,18,32,34}
{1,1,2,3,4,5,8,10,16,18,32,34}
{1,1,2,3,4,6,8,10,16,18,32,34}
{1,1,2,4,6,8,10,13,16,18,32,34}
{1,2,3,4,5,8,9,16,18,20,32,34}
{1,1,2,2,4,5,8,9,16,17,32,35}
{1,1,2,2,4,5,8,9,16,18,32,35}
{1,1,2,3,4,5,8,9,16,18,32,35}
{1,2,3,4,5,6,8,9,16,18,32,35}
{1,1,2,3,4,5,8,10,16,18,32,35}
{1,1,1,2,4,6,8,10,16,18,32,35}
{1,1,2,3,4,6,8,10,16,18,32,35}
{1,1,2,4,6,8,10,12,16,18,32,35}
{1,1,2,2,4,5,8,9,16,19,32,35}
{1,1,2,2,4,5,8,10,16,19,32,35}
{1,1,1,2,4,6,8,10,16,19,32,35}
{1,1,2,3,4,6,8,10,16,19,32,35}
{1,1,2,2,4,5,8,11,16,19,32,35}
{1,1,1,2,4,6,8,11,16,19,32,35}
{1,1,1,2,4,7,8,11,16,19,32,35}
{1,1,2,2,4,7,8,11,16,19,32,35}
{1,1,2,4,6,8,10,12,16,19,32,35}
{1,2,3,4,5,8,9,16,18,20,32,35}
{1,1,2,3,4,5,8,9,16,18,32,36}
{1,2,3,4,5,6,8,9,16,18,32,36}
{1,1,2,3,4,5,8,10,16,18,32,36}
{1,1,2,3,4,6,8,10,16,18,32,36}
{1,1,2,4,6,8,10,13,16,18,32,36}
{1,1,2,2,4,5,8,9,16,19,32,36}
{1,1,2,2,4,5,8,10,16,19,32,36}
{1,1,2,3,4,5,8,10,16,19,32,36}
{1,1,1,2,4,6,8,10,16,19,32,36}
{1,1,2,3,4,6,8,10,16,19,32,36}
{1,1,2,2,4,5,8,11,16,19,32,36}
{1,1,2,2,4,7,8,11,16,19,32,36}
{1,1,2,3,4,6,8,10,16,20,32,36}
{1,1,2,2,4,5,8,11,16,20,32,36}
{1,1,2,3,4,6,8,11,16,20,32,36}
{1,1,2,2,4,7,8,11,16,20,32,36}
{1,1,2,3,4,6,8,12,16,20,32,36}
{1,1,2,2,4,7,8,12,16,20,32,36}
{1,1,2,4,6,8,10,13,16,20,32,36}
{1,1,2,3,4,8,12,16,20,25,32,36}
{1,1,2,3,4,8,12,16,20,26,32,36}
{1,1,2,2,4,8,12,16,20,27,32,36}
{1,2,3,4,5,8,10,16,19,28,32,36}
{1,2,3,4,5,8,9,16,17,32,34,36}
{1,2,3,4,5,6,8,9,16,18,32,37}
{1,1,1,2,4,6,8,10,16,18,32,37}
{1,1,2,3,4,6,8,10,16,18,32,37}
{1,1,2,4,6,8,10,12,16,18,32,37}
{1,1,2,4,6,8,10,13,16,18,32,37}
{1,1,2,2,4,4,8,9,16,19,32,37}
{1,1,1,2,4,6,8,10,16,19,32,37}
{1,1,2,3,4,6,8,10,16,19,32,37}
{1,1,2,2,4,4,8,11,16,19,32,37}
{1,1,1,2,4,6,8,11,16,19,32,37}
{1,1,1,2,4,7,8,11,16,19,32,37}
{1,1,2,2,4,7,8,11,16,19,32,37}
{1,2,3,4,5,8,10,12,16,19,32,37}
{1,1,2,4,6,8,10,12,16,19,32,37}
{1,1,2,3,4,6,8,10,16,20,32,37}
{1,1,2,2,4,5,8,11,16,20,32,37}
{1,1,2,3,4,6,8,11,16,20,32,37}
{1,1,2,2,4,7,8,11,16,20,32,37}
{1,1,1,2,3,4,8,12,16,20,32,37}
{1,1,2,2,3,4,8,12,16,20,32,37}
{1,1,2,3,4,6,8,12,16,20,32,37}
{1,1,2,2,4,7,8,12,16,20,32,37}
{1,1,2,4,6,8,10,13,16,20,32,37}
{1,1,1,2,4,6,8,10,16,21,32,37}
{1,1,2,3,4,6,8,10,16,21,32,37}
{1,1,2,3,4,6,8,11,16,21,32,37}
{1,1,2,2,4,7,8,11,16,21,32,37}
{1,1,1,2,3,4,8,12,16,21,32,37}
{1,1,2,2,3,4,8,12,16,21,32,37}
{1,1,2,3,4,6,8,12,16,21,32,37}
{1,1,2,2,4,7,8,12,16,21,32,37}
{1,1,1,2,3,4,8,13,16,21,32,37}
{1,1,2,2,3,4,8,13,16,21,32,37}
{1,1,2,3,4,6,8,13,16,21,32,37}
{1,1,2,2,4,7,8,13,16,21,32,37}
{1,1,2,4,6,8,10,13,16,21,32,37}
{1,1,2,3,4,8,12,16,20,24,32,37}
{1,1,2,4,6,8,10,16,21,25,32,37}
{1,1,2,2,4,8,12,16,21,26,32,37}
{1,1,2,3,4,8,12,16,21,26,32,37}
{1,1,2,2,4,8,13,16,21,26,32,37}
{1,1,2,2,4,5,8,9,16,17,32,38}
{1,1,2,3,4,5,8,9,16,17,32,38}
{1,2,3,4,5,6,8,9,16,17,32,38}
{1,1,2,2,4,5,8,9,16,18,32,38}
{1,1,2,3,4,5,8,9,16,18,32,38}
{1,1,2,3,4,5,8,10,16,18,32,38}
