{1,2,4,7,8,16,25,32,42}
{1,2,4,7,8,16,25,32,43}
{1,2,4,7,8,16,27,32,43}
{1,2,3,4,8,16,28,32,45}
{1,2,3,4,8,16,29,32,46}
{1,2,4,7,8,11,16,32,49}
{1,2,3,4,8,13,16,32,49}
{1,2,3,4,8,13,16,32,50}
{1,2,4,7,8,11,16,32,51}
{1,1,2,4,8,14,16,32,51}
{1,1,2,4,8,15,16,32,51}
{1,2,3,4,8,13,16,32,52}
{1,2,4,7,8,11,16,32,53}
{1,2,3,4,8,12,16,32,53}
{1,2,3,4,8,13,16,32,53}
{1,2,3,4,8,13,16,32,54}
{1,1,2,4,8,15,16,32,54}
{1,1,2,4,8,14,16,32,55}
{1,2,3,4,5,8,16,32,57}
{1,1,2,4,7,8,16,32,57}
{1,2,3,4,5,8,16,32,58}
{1,1,2,4,7,8,16,32,58}
{1,1,2,4,6,8,16,32,59}
{1,1,2,4,7,8,16,32,59}
{1,1,2,3,4,8,16,32,61}
{1,1,2,3,4,8,16,32,62}
{1,2,3,4,5,8,16,32,62}
{1,1,1,2,4,8,16,32,63}
{1,1,2,2,4,8,16,32,63}
