{1,2,3,4,5,8,16,32,64}
{1,2,3,4,8,12,16,32,64}
{1,2,3,4,8,13,16,32,64}
{1,2,3,4,8,16,28,32,64}
{1,2,3,4,8,16,29,32,64}
{1,2,3,4,8,16,32,60,64}
{1,2,3,4,8,16,32,61,64}
{1,2,3,4,8,16,32,64,124}
{1,2,3,4,8,16,32,64,125}
{1,2,4,7,8,11,16,32,64}
{1,2,4,7,8,16,25,32,64}
{1,2,4,7,8,16,27,32,64}
{1,2,4,7,8,16,32,56,64}
{1,2,4,7,8,16,32,57,64}
{1,2,4,7,8,16,32,59,64}
{1,2,4,7,8,16,32,64,120}
{1,2,4,7,8,16,32,64,121}
{1,2,4,7,8,16,32,64,123}
{1,2,4,8,15,16,32,51,64}
{1,2,4,8,15,16,32,64,113}
{1,2,4,8,15,16,32,64,115}
{1,2,4,8,16,31,32,64,103}
